key_id,player_id,family_name,given_name,birth_date,female,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments,player_wikipedia_link
153,P-09991,Aidoo,Joseph,1995-09-29,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Joseph_Aidoo_(Ghanaian_footballer)
170,P-23925,Akanji,Manuel,1995-07-19,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Manuel_Akanji
171,P-64438,Aké,Nathan,1995-02-18,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Nathan_Ak%C3%A9
185,P-76864,Al-Abed,Nawaf,1990-01-26,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Nawaf_Al-Abed
186,P-45581,Al-Aboud,Abdulrahman,1995-06-01,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Abdulrahman_Al-Aboud
187,P-12335,Al-Amri,Abdulelah,1997-01-15,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Abdulelah_Al-Amri
191,P-67035,Al-Aqidi,Nawaf,2000-05-10,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Nawaf_Al-Aqidi
195,P-94422,Al-Breik,Mohammed,1992-09-15,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Mohammed_Al-Breik
196,P-87284,Al-Bulaihi,Ali,1989-11-21,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Ali_Al-Bulaihi
199,P-89845,Al-Buraikan,Firas,2000-05-14,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Firas_Al-Buraikan
202,P-10907,Al-Dawsari,Nasser,1998-12-19,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Nasser_Al-Dawsari
203,P-70583,Al-Dawsari,Salem,1991-08-19,0,0,0,1,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Salem_Al-Dawsari
209,P-93688,Al-Faraj,Salman,1989-08-01,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Salman_Al-Faraj
212,P-06789,Al-Ghannam,Sultan,1994-05-06,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Sultan_Al-Ghannam
216,P-93316,Al-Hadhrami,Naif,2001-07-18,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Naif_Al-Hadhrami
217,P-43921,Al-Hajri,Salem,1996-04-10,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Salem_Al-Hajri
223,P-45413,Al-Hassan,Ali,1997-03-04,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Ali_Al-Hassan
224,P-38732,Al-Haydos,Hassan,1990-12-11,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Hassan_Al-Haydos
238,P-20216,Al-Malki,Abdulellah,1994-10-11,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Abdulellah_Al-Malki
246,P-87569,Al-Najei,Sami,1997-02-07,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Sami_Al-Najei
248,P-85438,Al-Owais,Mohammed,1991-10-10,0,1,0,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Mohammed_Al-Owais
252,P-15161,Al-Rawi,Bassam,1997-12-16,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Bassam_Al-Rawi
253,P-06659,Al-Rubaie,Mohammed,1997-08-14,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Mohammed_Al-Rubaie
257,P-45457,Al-Shahrani,Yasser,1992-05-25,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Yasser_Al-Shahrani
259,P-70879,Al-Sheeb,Saad,1990-02-19,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Saad_Al-Sheeb
261,P-37308,Al-Shehri,Saleh,1993-11-01,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Saleh_Al-Shehri
267,P-93173,Al-Tambakti,Hassan,1999-02-09,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Hassan_Al-Tambakti
274,P-57100,Alaaeldin,Ahmed,1993-01-31,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Ahmed_Alaaeldin
279,P-01416,Alba,Jordi,1989-03-21,0,0,1,0,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Jordi_Alba
302,P-70547,Alderweireld,Toby,1989-03-02,0,0,1,0,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Toby_Alderweireld
311,P-05318,Alexander-Arnold,Trent,1998-10-07,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Trent_Alexander-Arnold
324,P-01930,Ali,Almoez,1996-08-19,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Almoez_Ali
329,P-21531,Alisson,not applicable,1992-10-02,0,1,0,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Alisson
341,P-92761,Allen,Joe,1990-03-14,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Joe_Allen
350,P-56659,Almada,Thiago,2001-04-26,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Thiago_Almada
375,P-03616,Alvarado,Esteban,1989-04-28,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Esteban_Alvarado
378,P-73491,Alvarado,Roberto,1998-09-07,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Roberto_Alvarado
381,P-26546,Álvarez,Edson,1997-10-24,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Edson_%C3%81lvarez
384,P-19776,Álvarez,Julián,2000-01-31,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Juli%C3%A1n_%C3%81lvarez_(footballer)
385,P-09058,Álvarez,Kevin,1999-01-15,0,0,1,0,0,1,2022,"https://en.wikipedia.org/wiki/Kevin_%C3%81lvarez_(footballer,_born_1999)"
395,P-09441,Alves,Dani,1983-05-06,0,0,1,0,0,3,"2010, 2014, 2022",https://en.wikipedia.org/wiki/Dani_Alves
402,P-23330,Amallah,Selim,1996-11-15,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Selim_Amallah
411,P-82956,Amartey,Daniel,1994-12-21,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Daniel_Amartey
423,P-24531,Amiri,Vahid,1988-04-02,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Vahid_Amiri
431,P-50398,Ampadu,Ethan,2000-09-14,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Ethan_Ampadu
433,P-71023,Amrabat,Sofyan,1996-08-21,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Sofyan_Amrabat
451,P-43705,Andersen,Joachim,1996-05-31,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Joachim_Andersen_(footballer)
512,P-53957,Ansarifard,Karim,1990-04-03,0,0,0,0,1,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Karim_Ansarifard
521,P-37860,Antony,not applicable,2000-02-24,0,0,0,0,1,1,2022,"https://en.wikipedia.org/wiki/Antony_(footballer,_born_2000)"
522,P-81433,Antuna,Uriel,1997-08-21,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Uriel_Antuna
552,P-38529,Araujo,Néstor,1991-08-29,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/N%C3%A9stor_Araujo
553,P-89869,Araújo,Ronald,1999-03-07,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Ronald_Ara%C3%BAjo
558,P-22286,Arboleda,Robert,1991-10-22,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Robert_Arboleda
568,P-81466,Areola,Alphonse,1993-02-27,0,1,0,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Alphonse_Areola
585,P-39788,Armani,Franco,1986-10-16,0,1,0,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Franco_Armani
598,P-06545,Arreaga,Xavier,1994-09-28,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Xavier_Arreaga
606,P-96510,Arteaga,Gerardo,1998-09-07,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Gerardo_Arteaga
615,P-46913,Asano,Takuma,1994-11-10,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Takuma_Asano
622,P-09400,Asensio,Marco,1996-01-21,0,0,0,1,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Marco_Asensio
625,P-40487,Asiri,Haitham,2001-03-25,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Haitham_Asiri
634,P-51678,Assadalla,Ali,1993-01-19,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Ali_Assadalla
647,P-51990,Ati-Zigi,Lawrence,1996-11-29,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Lawrence_Ati-Zigi
648,P-09062,Atkinson,Nathaniel,1999-06-13,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Nathaniel_Atkinson
653,P-91543,Attiyat Allah,Yahia,1995-03-02,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Yahia_Attiyat_Allah
694,P-01945,Ayew,André,1989-12-17,0,0,0,1,1,3,"2010, 2014, 2022",https://en.wikipedia.org/wiki/Andr%C3%A9_Ayew
696,P-31765,Ayew,Jordan,1991-09-11,0,0,0,0,1,2,"2014, 2022",https://en.wikipedia.org/wiki/Jordan_Ayew
709,P-09113,Azmoun,Sardar,1995-01-01,0,0,0,0,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Sardar_Azmoun
711,P-60716,Azpilicueta,César,1989-08-28,0,0,1,0,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/C%C3%A9sar_Azpilicueta
721,P-70515,Babić,Srđan,1996-04-22,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Sr%C4%91an_Babi%C4%87
725,P-27035,Baccus,Keanu,1998-06-07,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Keanu_Baccus
747,P-92135,Bah,Alexander,1997-12-09,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Alexander_Bah
748,P-84563,Bahebri,Hattan,1992-07-16,0,0,0,1,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Hattan_Bahebri
781,P-49008,Balde,Alejandro,2003-10-18,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Alejandro_Balde
785,P-63927,Bale,Gareth,1989-07-16,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Gareth_Bale
795,P-86095,Ballo-Touré,Fodé,1997-01-03,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Fod%C3%A9_Ballo-Tour%C3%A9
843,P-95766,Barišić,Borna,1992-11-10,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Borna_Bari%C5%A1i%C4%87
870,P-28811,Barsham,Meshaal,1998-02-14,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Meshaal_Barsham
886,P-51549,Bassogog,Christian,1995-10-18,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Christian_Bassogog
902,P-13975,Batshuayi,Michy,1993-10-02,0,0,0,0,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Michy_Batshuayi
936,P-10172,Bednarek,Jan,1996-04-12,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Jan_Bednarek
945,P-51118,Behich,Aziz,1990-12-16,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Aziz_Behich
950,P-20998,Beiranvand,Alireza,1992-09-21,0,1,0,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Alireza_Beiranvand
966,P-69200,Bella-Kotchap,Armel,2001-12-11,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Armel_Bella-Kotchap
969,P-15674,Bellingham,Jude,2003-06-29,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Jude_Bellingham
989,P-42575,Ben Romdhane,Mohamed Ali,1999-09-06,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Mohamed_Ali_Ben_Romdhane
991,P-82657,Ben Saïd,Bechir,1992-11-29,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Bechir_Ben_Sa%C3%AFd
992,P-45680,Ben Slimane,Anis,2001-03-16,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Anis_Ben_Slimane
1026,P-09889,Bennette,Jewison,2004-06-15,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Jewison_Bennette
1027,P-00597,Benoun,Badr,1993-09-30,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Badr_Benoun
1031,P-58791,Bentancur,Rodrigo,1997-06-25,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Rodrigo_Bentancur
1037,P-35408,Benzema,Karim,1987-12-19,0,0,0,0,1,2,"2014, 2022",https://en.wikipedia.org/wiki/Karim_Benzema
1041,P-42160,Bereszyński,Bartosz,1992-07-12,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Bartosz_Bereszy%C5%84ski
1051,P-10326,Berghuis,Steven,1991-12-19,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Steven_Berghuis
1058,P-44799,Bergwijn,Steven,1997-10-08,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Steven_Bergwijn
1112,P-14593,Bielik,Krystian,1998-01-04,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Krystian_Bielik
1119,P-15282,Bijlow,Justin,1998-01-22,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Justin_Bijlow
1157,P-39861,Blind,Daley,1990-03-09,0,0,1,0,0,2,"2014, 2022",https://en.wikipedia.org/wiki/Daley_Blind
1241,P-11767,Borges,Celso,1988-05-27,0,0,0,1,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Celso_Borges
1253,P-46263,Borjan,Milan,1987-10-23,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Milan_Borjan
1283,P-95754,Boudiaf,Karim,1990-09-16,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Karim_Boudiaf
1284,P-59033,Boufal,Sofiane,1993-09-17,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Sofiane_Boufal
1294,P-50688,Bounou,Yassine,1991-04-05,0,1,0,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Yassine_Bounou
1327,P-85579,Braithwaite,Martin,1991-06-05,0,0,0,0,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Martin_Braithwaite
1334,P-50679,Brandt,Julian,1996-05-02,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Julian_Brandt
1352,P-14060,Bremer,not applicable,1997-03-18,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Gleison_Bremer
1387,P-11879,Bronn,Dylan,1995-06-19,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Dylan_Bronn
1407,P-79215,Brozović,Marcelo,1992-11-16,0,0,0,1,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Marcelo_Brozovi%C4%87
1423,P-96259,Buchanan,Tajon,1999-02-08,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Tajon_Buchanan
1430,P-99461,Budimir,Ante,1991-07-22,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Ante_Budimir
1440,P-72363,Bukari,Osman,1998-12-13,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Osman_Bukari
1448,P-49090,Bum-keun,Song,1997-10-15,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Song_Bum-keun
1481,P-28010,Busquets,Sergio,1988-07-16,0,0,0,1,0,4,"2010, 2014, 2018, 2022",https://en.wikipedia.org/wiki/Sergio_Busquets
1509,P-02030,Cabango,Ben,2000-05-30,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Ben_Cabango
1527,P-74058,Cáceres,Martín,1987-04-07,0,0,1,0,0,4,"2010, 2014, 2018, 2022",https://en.wikipedia.org/wiki/Mart%C3%ADn_C%C3%A1ceres
1538,P-82216,Caicedo,Moisés,2001-11-02,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Mois%C3%A9s_Caicedo
1561,P-71100,Calvo,Francisco,1992-07-08,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Francisco_Calvo
1569,P-80996,Camavinga,Eduardo,2002-11-10,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Eduardo_Camavinga
1585,P-70812,Campbell,Joel,1992-06-26,0,0,0,0,1,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Joel_Campbell
1599,P-16736,Cancelo,João,1994-05-27,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Jo%C3%A3o_Cancelo
1610,P-24667,Canobbio,Agustín,1998-10-01,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Agust%C3%ADn_Canobbio
1660,P-06338,Carrasco,Yannick,1993-09-04,0,0,0,1,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Yannick_Carrasco
1675,P-25925,Carter-Vickers,Cameron,1997-12-31,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Cameron_Carter-Vickers
1678,P-71071,Carvajal,Dani,1992-01-11,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Dani_Carvajal
1682,P-44689,Carvalho,William,1992-04-07,0,0,0,1,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/William_Carvalho
1692,P-02305,Casemiro,not applicable,1992-02-23,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Casemiro
1694,P-17099,Cash,Matty,1997-08-07,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Matty_Cash
1702,P-56069,Castagne,Timothy,1995-12-05,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Timothy_Castagne
1706,P-88715,Casteels,Koen,1992-06-25,0,1,0,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Koen_Casteels
1708,P-59303,Castelletto,Jean-Charles,1995-01-26,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Jean-Charles_Castelletto
1732,P-58061,Cavallini,Lucas,1992-12-28,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Lucas_Cavallini
1733,P-59138,Cavani,Edinson,1987-02-14,0,0,0,0,1,4,"2010, 2014, 2018, 2022",https://en.wikipedia.org/wiki/Edinson_Cavani
1772,P-09569,Chaalali,Ghailene,1994-02-28,0,0,0,1,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Ghailene_Chaalali
1774,P-57150,Chacón,Daniel,2001-04-11,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Daniel_Chac%C3%B3n_(footballer)
1779,P-87409,Chair,Ilias,1997-10-30,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Ilias_Chair
1793,P-88360,Chang-hoon,Kwon,1994-06-30,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Kwon_Chang-hoon
1821,P-49806,Chávez,Luis,1996-01-15,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Luis_Ch%C3%A1vez_(footballer)
1828,P-05216,Cheddira,Walid,1998-01-22,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Walid_Cheddira
1842,P-98747,Cheshmi,Rouzbeh,1993-07-24,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Rouzbeh_Cheshmi
1905,P-06117,Choupo-Moting,Eric Maxim,1989-03-23,0,0,0,0,1,3,"2010, 2014, 2022",https://en.wikipedia.org/wiki/Eric_Maxim_Choupo-Moting
1909,P-18923,Christensen,Andreas,1996-04-10,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Andreas_Christensen
1915,P-07304,Christensen,Oliver,1999-03-22,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Oliver_Christensen
1937,P-75628,Cifuentes,José,1999-03-12,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Jos%C3%A9_Cifuentes
1951,P-61416,Ciss,Pathé,1994-03-16,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Path%C3%A9_Ciss
1955,P-90626,Cissé,Pape Abou,1995-09-14,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Pape_Abou_Ciss%C3%A9
1987,P-76287,Coady,Conor,1993-02-25,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Conor_Coady
1988,P-20051,Coates,Sebastián,1990-10-07,0,0,1,0,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Sebasti%C3%A1n_Coates
2017,P-07137,Colwill,Rubin,2002-04-27,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Rubin_Colwill
2019,P-06614,Coman,Kingsley,1996-06-13,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Kingsley_Coman
2023,P-56868,Cömert,Eray,1998-02-04,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Eray_C%C3%B6mert
2036,P-02556,Contreras,Anthony,2000-01-29,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Anthony_Contreras
2062,P-29053,Cornelius,Andreas,1993-03-16,0,0,0,0,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Andreas_Cornelius
2063,P-21099,Cornelius,Derek,1997-11-25,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Derek_Cornelius
2069,P-92353,Correa,Ángel,1995-03-09,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/%C3%81ngel_Correa
2087,P-54827,Costa,Diogo,1999-09-19,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Diogo_Costa
2098,P-96662,Cota,Rodolfo,1987-07-03,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Rodolfo_Cota
2108,P-09658,Courtois,Thibaut,1992-05-11,0,1,0,0,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Thibaut_Courtois
2184,P-67089,Cummings,Jason,1995-08-01,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Jason_Cummings
2214,P-32803,Dahmen,Aymen,1997-01-28,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Aymen_Dahmen
2226,P-41603,Dalot,Diogo,1999-03-18,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Diogo_Dalot
2232,P-57782,Damsgaard,Mikkel,2000-07-03,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Mikkel_Damsgaard
2239,P-40137,Danilo,not applicable,1991-07-15,0,0,1,0,0,2,"2018, 2022","https://en.wikipedia.org/wiki/Danilo_(footballer,_born_July_1991)"
2242,P-16148,Danlad,Ibrahim,2002-12-02,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Ibrahim_Danlad
2248,P-52013,Dari,Achraf,1999-05-06,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Achraf_Dari
2260,P-48340,David,Jonathan,2000-01-14,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Jonathan_David
2269,P-92482,Davies,Adam,1992-07-17,0,1,0,0,0,1,2022,"https://en.wikipedia.org/wiki/Adam_Davies_(footballer,_born_1992)"
2270,P-46358,Davies,Alphonso,2000-11-02,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Alphonso_Davies
2271,P-41198,Davies,Ben,1993-04-24,0,0,1,0,0,1,2022,"https://en.wikipedia.org/wiki/Ben_Davies_(footballer,_born_1993)"
2283,P-62594,De Arrascaeta,Giorgian,1994-06-01,0,0,0,1,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Giorgian_De_Arrascaeta
2292,P-48955,De Bruyne,Kevin,1991-06-28,0,0,0,1,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Kevin_De_Bruyne
2302,P-17688,de Jong,Frenkie,1997-05-12,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Frenkie_de_Jong
2303,P-64551,de Jong,Luuk,1990-08-27,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Luuk_de_Jong
2306,P-61810,De Ketelaere,Charles,2001-03-10,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Charles_De_Ketelaere
2308,P-86878,de la Cruz,Nicolás,1997-06-01,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Nicol%C3%A1s_de_la_Cruz
2311,P-74007,de la Torre,Luca,1998-05-23,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Luca_de_la_Torre
2315,P-73572,de Ligt,Matthijs,1999-08-12,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Matthijs_de_Ligt
2321,P-37314,De Paul,Rodrigo,1994-05-24,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Rodrigo_De_Paul
2323,P-55965,de Roon,Marten,1991-03-29,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Marten_de_Roon
